distancia,vagas,eleitores,cota,valor
1900,8,1175733,43300.63,252280.54
873,8,2330281,39056.17,327511.14
2246,8,547680,44260.60,189171.02
0,8,1897677,30416.80,202579.23
1900,8,1127154,43300.63,334758.01
624,53,15700966,35720.85,1595486.36
947,10,2754728,37052.05,245543.36
2496,8,299558,45240.67,352932.22
1060,39,10393170,38638.99,1569286.99
1485,9,2187967,40572.24,282475.63
947,10,2754728,37052.05,400211.74
1791,8,455514,43002.92,437993.93
1313,10,2345694,40599.91,356840.78
1060,39,10185417,38638.99,1108668.06
173,17,4331733,35135.20,516077.85
933,46,12141145,35388.11,1629775.78
1060,39,10393170,38638.99,1342331.02
0,8,2084356,30416.80,131219.40
620,8,1039439,39131.75,266088.88
1619,31,8392033,40504.04,1107946.87
1524,18,4537237,41779.83,679665.90
873,8,2330281,39056.17,416640.04
0,8,1897677,30416.80,357493.42
1900,8,1127154,43300.63,343098.14
1592,17,5188450,41855.59,747982.52
1657,25,6570072,41304.94,866271.73
1900,8,1127154,43300.63,351900.69
2496,8,333464,45240.67,343097.57
1060,39,10393170,38638.99,1298256.31
2496,8,333464,45240.67,400053.62
1592,17,5499283,41855.59,606765.73
0,8,1897677,30416.80,204418.75
878,8,1877982,40170.98,300377.66
0,8,2084356,30416.80,173878.31
0,8,2084356,30416.80,152529.60
1775,8,2327451,42360.13,303867.95
173,17,4331733,35135.20,607481.19
2246,8,547680,44260.60,317294.04
1081,30,7971087,38500.00,1038668.71
2496,8,333464,45240.67,280382.04
2496,8,299558,45240.67,350639.77
873,8,2330281,39056.17,261318.28
1524,18,4497336,41779.83,668363.98
878,8,1818937,40170.98,318173.85
947,10,2754728,37052.05,249257.47
1791,8,455514,43002.92,446408.62
1932,8,2428098,43198.26,315073.65
1791,8,512110,43002.92,398901.67
878,8,1818937,40170.98,274299.64
1791,8,455514,43002.92,281247.93
1687,22,6271554,42079.91,888431.87
2246,8,506724,44260.60,372559.22
1932,8,2226891,43198.26,254943.38
1592,17,5499283,41855.59,623851.17
1619,31,8392033,40504.04,728632.28
2496,8,333464,45240.67,185448.43
1716,12,2867649,41660.70,434990.66
1292,8,1577058,39767.40,350818.86
933,46,12408340,35388.11,1011286.79
173,17,4331733,35135.20,650716.68
0,8,2084356,30416.80,122703.11
173,17,4454497,35135.20,507896.57
1081,30,7971087,38500.00,1052187.95
2496,8,333464,45240.67,419074.44
1619,31,8392033,40504.04,1476989.93
1932,8,2226891,43198.26,248240.83
624,53,15700966,35720.85,990219.53
2496,8,299558,45240.67,509278.67
1716,12,2835882,41660.70,466213.45
1775,8,2373619,42360.13,231757.33
1775,8,2373619,42360.13,355471.89
1791,8,455514,43002.92,380618.00
2246,8,506724,44260.60,403113.70
1592,17,5188450,41855.59,815164.20
624,53,15248681,35720.85,1823123.95
1485,9,2187967,40572.24,374138.09
173,17,4331733,35135.20,543288.18
1932,8,2226891,43198.26,432633.23
1775,8,2373619,42360.13,221834.43
1081,30,7971087,38500.00,1077751.01
1081,30,7971087,38500.00,1202034.77
1292,8,1454165,39767.40,291019.72
873,8,2330281,39056.17,310019.69
2246,8,506724,44260.60,237029.15
1592,17,5499283,41855.59,342084.55
878,8,1877982,40170.98,337799.16
878,8,1877982,40170.98,294930.84
878,8,1877982,40170.98,248654.79
947,10,2754728,37052.05,412520.79
1314,16,4859324,39505.92,309074.92
1900,8,1127154,43300.63,292608.29
873,8,2330281,39056.17,246068.66
1791,8,455514,43002.92,362328.17
933,46,12141145,35388.11,1536942.52
1060,39,10393170,38638.99,1782088.76
1900,8,1175733,43300.63,200614.41
1775,8,2327451,42360.13,284581.73
878,8,1818937,40170.98,375322.53
1932,8,2428098,43198.26,201085.33
1592,17,5499283,41855.59,1062087.26
1932,8,2428098,43198.26,368733.68
173,17,4331733,35135.20,527849.93
873,70,33040411,36671.67,2870299.32
1775,8,2373619,42360.13,266823.56
1932,8,2428098,43198.26,183961.18
620,8,996887,39131.75,354836.08
873,70,33040411,36671.67,1257568.38
1791,8,512110,43002.92,381531.78
2246,8,506724,44260.60,381073.56
1060,39,10185417,38638.99,2017390.47
1313,10,2370894,40599.91,329816.30
0,8,1897677,30416.80,251973.22
1524,18,4537237,41779.83,918283.88
1932,8,2428098,43198.26,348586.40
1485,9,2187967,40572.24,369663.01
1060,39,10185417,38638.99,1006579.44
1657,25,6356307,41304.94,756584.38
933,46,12408340,35388.11,793982.05
1081,30,7865950,38500.00,1077480.24
1313,10,2370894,40599.91,194311.45
1775,8,2327451,42360.13,336080.76
620,8,1039439,39131.75,210197.10
1775,8,2373619,42360.13,296781.22
1775,8,2327451,42360.13,338753.98
2496,8,333464,45240.67,431197.28
1592,17,5188450,41855.59,704719.80
0,8,2084356,30416.80,140184.42
878,8,1877982,40170.98,173126.93
1485,9,2187967,40572.24,298663.09
2496,8,333464,45240.67,190428.00
1716,12,2867649,41660.70,789020.02
1314,16,5070212,39505.92,294623.43
1932,8,2428098,43198.26,308340.44
2496,8,333464,45240.67,304664.53
1932,8,2226891,43198.26,308654.07
1619,31,8392033,40504.04,814124.68
1619,31,8392033,40504.04,493438.81
1657,25,6356307,41304.94,912991.95
1687,22,6344483,42079.91,907784.37
1060,39,10393170,38638.99,1145473.31
1592,17,5188450,41855.59,758394.06
1791,8,512110,43002.92,417685.24
2496,8,333464,45240.67,469899.39
1775,8,2327451,42360.13,313311.09
1716,12,2835882,41660.70,418642.31
1716,12,2867649,41660.70,428938.71
1314,16,5070212,39505.92,510528.38
1657,25,6356307,41304.94,1300162.53
1313,10,2345694,40599.91,320649.20
2246,8,506724,44260.60,296058.62
873,70,33040411,36671.67,1179324.97
1619,31,8354732,40504.04,1250670.18
947,10,2653536,37052.05,251402.30
947,10,2653536,37052.05,252251.63
1716,12,2835882,41660.70,547162.27
624,53,15700966,35720.85,1575571.43
1292,8,1577058,39767.40,313904.31
1060,39,10393170,38638.99,1588894.45
2246,8,547680,44260.60,361355.38
1313,10,2370894,40599.91,472600.56
1313,10,2345694,40599.91,406177.92
1900,8,1127154,43300.63,388746.12
1313,10,2370894,40599.91,429045.66
1900,8,1175733,43300.63,174054.01
1687,22,6344483,42079.91,840065.48
1619,31,8354732,40504.04,857616.65
1081,30,7971087,38500.00,1272077.61
1775,8,2373619,42360.13,275760.43
933,46,12408340,35388.11,1487414.22
1657,25,6570072,41304.94,1134319.36
1932,8,2226891,43198.26,129033.00
620,8,1039439,39131.75,516849.17
1081,30,7865950,38500.00,1151687.70
933,46,12141145,35388.11,1574494.00
1524,18,4537237,41779.83,964698.63
620,8,1039439,39131.75,276004.30
1524,18,4497336,41779.83,834162.21
1524,18,4497336,41779.83,729949.30
1900,8,1127154,43300.63,80870.49
1592,17,5188450,41855.59,745384.35
1657,25,6570072,41304.94,866595.34
878,8,1877982,40170.98,298559.97
1314,16,5070212,39505.92,343543.99
1592,17,5499283,41855.59,683775.37
1313,10,2345694,40599.91,393581.78
1314,16,4859324,39505.92,607965.81
173,17,4331733,35135.20,599727.05
624,53,15248681,35720.85,1904111.21
878,8,1818937,40170.98,428045.61
620,8,996887,39131.75,459428.74
624,53,15248681,35720.85,2029651.98
933,46,12141145,35388.11,1447774.75
624,53,15248681,35720.85,1754191.28
173,17,4331733,35135.20,460966.15
1657,25,6570072,41304.94,558462.38
620,8,996887,39131.75,305684.01
1791,8,512110,43002.92,239829.36
1314,16,5070212,39505.92,410466.18
1485,9,2187967,40572.24,314729.33
1314,16,4859324,39505.92,569914.50
1775,8,2373619,42360.13,218482.26
1657,25,6570072,41304.94,1053429.69
1791,8,512110,43002.92,235233.55
933,46,12408340,35388.11,1435142.72
624,53,15248681,35720.85,1389190.17
1292,8,1577058,39767.40,212971.12
873,8,2189703,39056.17,267554.80
1657,25,6356307,41304.94,1016242.68
873,8,2330281,39056.17,237429.58
873,8,2189703,39056.17,176162.64
1314,16,4859324,39505.92,391073.17
1775,8,2327451,42360.13,406629.20
1687,22,6271554,42079.91,887291.59
1060,39,10393170,38638.99,765768.24
173,17,4454497,35135.20,523313.54
1313,10,2370894,40599.91,441325.41
1060,39,10185417,38638.99,985882.24
1775,8,2327451,42360.13,296445.90
1619,31,8392033,40504.04,887910.46
1716,12,2835882,41660.70,763609.82
1657,25,6570072,41304.94,978340.86
1060,39,10393170,38638.99,1374663.01
1313,10,2345694,40599.91,430046.22
1313,10,2370894,40599.91,405191.20
620,8,1039439,39131.75,211549.35
1314,16,4859324,39505.92,524639.59
1775,8,2327451,42360.13,244414.28
1524,18,4497336,41779.83,720910.34
2246,8,506724,44260.60,349926.16
1900,8,1175733,43300.63,294908.48
1292,8,1577058,39767.40,358878.07
1657,25,6356307,41304.94,839410.01
1485,9,1995727,40572.24,354803.68
2246,8,506724,44260.60,412237.15
1292,8,1577058,39767.40,310106.38
1716,12,2835882,41660.70,365971.53
1791,8,512110,43002.92,336752.42
1932,8,2428098,43198.26,267456.15
873,8,2330281,39056.17,359830.46
1791,8,455514,43002.92,374434.16
1292,8,1454165,39767.40,374838.50
1619,31,8392033,40504.04,1258010.31
620,8,996887,39131.75,290305.68
947,10,2653536,37052.05,307217.77
933,46,12408340,35388.11,1602836.80
1081,30,7865950,38500.00,1092112.84
947,10,2754728,37052.05,419828.24
1292,8,1454165,39767.40,262648.46
1619,31,8354732,40504.04,1068966.08
933,46,12408340,35388.11,1018928.42
173,17,4331733,35135.20,460296.59
1081,30,7865950,38500.00,784971.67
873,70,33040411,36671.67,1025477.82
1791,8,512110,43002.92,290059.60
1932,8,2226891,43198.26,243257.30
1592,17,5188450,41855.59,638266.21
1619,31,8392033,40504.04,1142316.93
620,8,996887,39131.75,318226.12
878,8,1818937,40170.98,306251.58
2496,8,299558,45240.67,368574.96
1657,25,6570072,41304.94,953164.22
947,10,2653536,37052.05,307355.82
1314,16,4859324,39505.92,547484.04
1592,17,5499283,41855.59,610604.97
878,8,1818937,40170.98,109298.57
624,53,15700966,35720.85,1123221.45
173,17,4331733,35135.20,527587.93
1900,8,1175733,43300.63,466280.60
0,8,1897677,30416.80,158536.52
1619,31,8354732,40504.04,1307175.43
1716,12,2867649,41660.70,442923.76
1485,9,2187967,40572.24,205735.68
2246,8,547680,44260.60,250930.25
873,8,2330281,39056.17,267429.71
1485,9,2187967,40572.24,196946.76
2246,8,506724,44260.60,334281.35
1932,8,2428098,43198.26,277900.89
947,10,2653536,37052.05,289290.30
1060,39,10185417,38638.99,1499738.08
1791,8,512110,43002.92,475129.24
2496,8,299558,45240.67,330433.19
1314,16,4859324,39505.92,626228.92
1900,8,1175733,43300.63,115950.52
1716,12,2835882,41660.70,459182.93
1060,39,10185417,38638.99,1509340.72
173,17,4454497,35135.20,431937.12
1485,9,2187967,40572.24,354884.90
1313,10,2345694,40599.91,355870.16
1619,31,8392033,40504.04,1179402.63
1619,31,8392033,40504.04,1199462.08
873,8,2330281,39056.17,341654.53
1716,12,2867649,41660.70,543648.99
2496,8,333464,45240.67,404057.61
1716,12,2835882,41660.70,454778.75
2496,8,333464,45240.67,328311.70
624,53,15700966,35720.85,1254832.29
624,53,15700966,35720.85,1796248.17
1314,16,4859324,39505.92,488442.42
947,10,2653536,37052.05,694992.65
624,53,15248681,35720.85,1539102.21
933,46,12408340,35388.11,1520304.10
173,17,4454497,35135.20,425375.69
1775,8,2327451,42360.13,285600.91
1716,12,2835882,41660.70,459037.15
624,53,15248681,35720.85,1857907.33
1791,8,512110,43002.92,273003.65
1775,8,2327451,42360.13,377884.38
173,17,4331733,35135.20,457378.05
1657,25,6570072,41304.94,429120.62
947,10,2653536,37052.05,272413.44
1775,8,2373619,42360.13,370540.23
620,8,996887,39131.75,252637.53
1657,25,6570072,41304.94,840014.50
878,8,1818937,40170.98,344355.51
1657,25,6570072,41304.94,780191.33
933,46,12141145,35388.11,1518361.17
1485,9,1995727,40572.24,283022.08
1081,30,7865950,38500.00,1369167.30
624,53,15700966,35720.85,1298276.20
878,8,1877982,40170.98,240602.50
173,17,4331733,35135.20,572087.75
1060,39,10185417,38638.99,688680.28
1619,31,8392033,40504.04,954955.49
1687,22,6271554,42079.91,667168.62
1081,30,7865950,38500.00,1118422.52
1619,31,8392033,40504.04,1176328.38
1313,10,2345694,40599.91,503127.01
624,53,15248681,35720.85,2271892.50
933,46,12141145,35388.11,1579722.37
2496,8,299558,45240.67,475336.63
1932,8,2428098,43198.26,141001.15
1775,8,2373619,42360.13,320752.42
620,8,1039439,39131.75,373392.01
1900,8,1175733,43300.63,165985.48
1313,10,2370894,40599.91,404821.80
1657,25,6356307,41304.94,818455.61
624,53,15248681,35720.85,1677986.09
873,8,2330281,39056.17,306149.66
1900,8,1127154,43300.63,333712.69
878,8,1877982,40170.98,248062.17
1485,9,1995727,40572.24,227352.38
1060,39,10393170,38638.99,1098735.21
624,53,15248681,35720.85,1670421.51
1292,8,1577058,39767.40,325522.64
1716,12,2835882,41660.70,570783.62
873,70,31998432,36671.67,2521050.09
1314,16,5070212,39505.92,519967.41
1900,8,1175733,43300.63,135615.17
624,53,15248681,35720.85,2086118.58
1932,8,2428098,43198.26,433916.19
2246,8,547680,44260.60,207939.79
1292,8,1454165,39767.40,322595.19
873,8,2189703,39056.17,294559.06
878,8,1877982,40170.98,140094.42
1592,17,5188450,41855.59,509959.50
1081,30,7865950,38500.00,1040186.76
933,46,12408340,35388.11,902034.54
173,17,4454497,35135.20,943836.23
947,10,2754728,37052.05,507983.49
1932,8,2428098,43198.26,588285.84
1485,9,2187967,40572.24,317933.58
620,8,1039439,39131.75,352360.34
1791,8,512110,43002.92,283941.56
933,46,12141145,35388.11,1475420.60
1313,10,2345694,40599.91,223579.37
1524,18,4537237,41779.83,587807.51
1524,18,4497336,41779.83,685646.05
1081,30,7971087,38500.00,1537553.89
1657,25,6356307,41304.94,1146126.74
1791,8,512110,43002.92,320034.31
1716,12,2835882,41660.70,347277.42
1524,18,4537237,41779.83,380267.19
173,17,4454497,35135.20,731262.26
1313,10,2370894,40599.91,479748.87
1657,25,6356307,41304.94,737524.49
624,53,15700966,35720.85,1089314.84
1524,18,4537237,41779.83,740706.21
1081,30,7971087,38500.00,1448108.13
1292,8,1454165,39767.40,333329.55
1081,30,7865950,38500.00,1059117.36
1619,31,8354732,40504.04,985489.56
624,53,15248681,35720.85,1361511.16
620,8,1039439,39131.75,221580.42
1791,8,512110,43002.92,326803.67
947,10,2754728,37052.05,292813.92
873,8,2330281,39056.17,394099.22
933,46,12141145,35388.11,1010443.78
878,8,1877982,40170.98,265232.16
1292,8,1577058,39767.40,293016.89
1900,8,1175733,43300.63,251220.96
933,46,12141145,35388.11,1725542.54
1932,8,2226891,43198.26,292757.36
1775,8,2327451,42360.13,344624.43
1619,31,8392033,40504.04,1320081.50
1592,17,5499283,41855.59,544037.00
1716,12,2835882,41660.70,428037.72
947,10,2653536,37052.05,301112.40
620,8,996887,39131.75,295947.78
1592,17,5188450,41855.59,713723.44
1716,12,2835882,41660.70,512360.61
1081,30,7865950,38500.00,702440.83
1657,25,6356307,41304.94,940138.07
0,8,2084356,30416.80,173878.74
1900,8,1127154,43300.63,306352.62
1900,8,1127154,43300.63,376594.44
873,8,2330281,39056.17,251711.36
2246,8,506724,44260.60,302456.72
873,70,31998432,36671.67,2018201.68
933,46,12408340,35388.11,881675.46
1932,8,2428098,43198.26,367142.33
1524,18,4497336,41779.83,850794.83
173,17,4454497,35135.20,402675.75
624,53,15248681,35720.85,1982888.55
1775,8,2373619,42360.13,362324.33
1900,8,1127154,43300.63,379070.00
933,46,12141145,35388.11,1403118.59
1900,8,1127154,43300.63,302813.33
1775,8,2327451,42360.13,328437.33
1314,16,5070212,39505.92,346324.98
878,8,1877982,40170.98,249446.69
1932,8,2226891,43198.26,343204.28
878,8,1818937,40170.98,350281.22
1292,8,1577058,39767.40,293718.43
1485,9,1995727,40572.24,451811.85
620,8,996887,39131.75,321799.64
1900,8,1175733,43300.63,212712.53
873,70,31998432,36671.67,2475255.87
1485,9,2187967,40572.24,277911.56
2246,8,547680,44260.60,426087.67
1900,8,1175733,43300.63,443578.34
2496,8,299558,45240.67,386084.95
1775,8,2327451,42360.13,128522.58
1791,8,455514,43002.92,354473.40
2246,8,547680,44260.60,373814.83
624,53,15248681,35720.85,2017905.91
1313,10,2370894,40599.91,443268.12
1081,30,7971087,38500.00,853112.34
1791,8,455514,43002.92,356164.87
1313,10,2345694,40599.91,340186.60
624,53,15248681,35720.85,1982392.93
1775,8,2327451,42360.13,325089.89
2496,8,299558,45240.67,400899.35
1060,39,10185417,38638.99,1507904.68
624,53,15248681,35720.85,1395341.51
1791,8,455514,43002.92,362290.43
173,17,4331733,35135.20,556131.53
1687,22,6271554,42079.91,933778.52
1292,8,1577058,39767.40,284520.57
620,8,996887,39131.75,328475.12
1900,8,1127154,43300.63,389469.14
173,17,4454497,35135.20,395870.49
620,8,1039439,39131.75,314759.72
1592,17,5188450,41855.59,532833.51
1592,17,5499283,41855.59,498485.19
1775,8,2327451,42360.13,322440.35
1657,25,6570072,41304.94,734217.22
624,53,15700966,35720.85,1280103.04
0,8,1897677,30416.80,216013.21
173,17,4454497,35135.20,572353.63
1592,17,5499283,41855.59,658450.39
624,53,15248681,35720.85,2012495.90
1716,12,2867649,41660.70,462596.19
873,8,2189703,39056.17,278973.19
1524,18,4497336,41779.83,684333.88
1485,9,2187967,40572.24,264059.10
1716,12,2835882,41660.70,241697.92
1592,17,5188450,41855.59,829524.60
173,17,4454497,35135.20,452922.81
1716,12,2867649,41660.70,369989.99
173,17,4454497,35135.20,716684.19
620,8,1039439,39131.75,367634.05
1524,18,4497336,41779.83,556692.15
0,8,1897677,30416.80,178724.46
1687,22,6271554,42079.91,868164.42
873,70,33040411,36671.67,2190638.25
933,46,12141145,35388.11,1248292.95
1900,8,1175733,43300.63,171201.82
933,46,12408340,35388.11,1591970.41
873,8,2189703,39056.17,397008.43
1900,8,1127154,43300.63,401073.45
873,70,33040411,36671.67,2271883.18
1657,25,6356307,41304.94,897273.89
947,10,2653536,37052.05,390125.72
1081,30,7971087,38500.00,1171229.25
1791,8,455514,43002.92,301032.26
933,46,12408340,35388.11,1438918.14
947,10,2653536,37052.05,339566.44
1485,9,2187967,40572.24,233368.68
873,8,2330281,39056.17,215374.46
1687,22,6344483,42079.91,558973.71
1292,8,1454165,39767.40,443818.52
0,8,2084356,30416.80,173006.52
1081,30,7865950,38500.00,1348996.55
0,8,2084356,30416.80,101710.91
2246,8,506724,44260.60,317689.79
878,8,1877982,40170.98,147537.77
624,53,15248681,35720.85,1761396.61
933,46,12141145,35388.11,1060198.13
933,46,12141145,35388.11,1602585.24
1932,8,2428098,43198.26,414299.16
620,8,996887,39131.75,311951.45
1314,16,4859324,39505.92,530856.23
878,8,1818937,40170.98,301984.07
873,70,31998432,36671.67,2641685.29
1592,17,5499283,41855.59,730811.68
1592,17,5188450,41855.59,804735.05
1775,8,2373619,42360.13,122224.23
624,53,15700966,35720.85,1467571.68
1716,12,2835882,41660.70,622261.72
1900,8,1127154,43300.63,226554.96
173,17,4331733,35135.20,406613.76
1900,8,1127154,43300.63,256658.10
1081,30,7971087,38500.00,933319.02
620,8,996887,39131.75,332426.73
878,8,1818937,40170.98,366217.66
1081,30,7865950,38500.00,1297704.86
873,8,2330281,39056.17,169462.01
873,70,33040411,36671.67,2026227.04
933,46,12141145,35388.11,1551242.35
1524,18,4537237,41779.83,468566.30
1716,12,2835882,41660.70,651838.73
933,46,12408340,35388.11,1513278.18
1524,18,4537237,41779.83,848532.35
873,70,31998432,36671.67,1647924.65
1716,12,2867649,41660.70,459804.82
2496,8,299558,45240.67,346711.20
1313,10,2345694,40599.91,413436.63
1687,22,6344483,42079.91,1090560.03
1619,31,8354732,40504.04,1151504.13
873,70,33040411,36671.67,2376062.97
1081,30,7865950,38500.00,1050978.25
2496,8,299558,45240.67,269495.97
1775,8,2327451,42360.13,327602.59
624,53,15248681,35720.85,1656291.16
624,53,15700966,35720.85,3136180.95
1524,18,4537237,41779.83,792558.78
947,10,2653536,37052.05,309412.14
1687,22,6271554,42079.91,846347.58
1687,22,6271554,42079.91,1163219.91
873,70,31998432,36671.67,2485234.88
933,46,12408340,35388.11,1208097.96
1592,17,5188450,41855.59,642298.08
878,8,1877982,40170.98,242622.98
173,17,4331733,35135.20,455436.58
1900,8,1127154,43300.63,384460.17
1619,31,8392033,40504.04,1118885.12
1900,8,1127154,43300.63,389847.33
1485,9,2187967,40572.24,233457.66
2246,8,506724,44260.60,425677.44
1314,16,4859324,39505.92,384689.36
1524,18,4497336,41779.83,605729.86
2496,8,299558,45240.67,360411.03
1775,8,2373619,42360.13,469497.89
1592,17,5499283,41855.59,418432.86
1592,17,5188450,41855.59,642480.85
1775,8,2373619,42360.13,311555.56
1313,10,2345694,40599.91,411107.14
1060,39,10185417,38638.99,1485261.62
1900,8,1127154,43300.63,247864.04
1081,30,7971087,38500.00,974628.28
1775,8,2373619,42360.13,309770.59
1657,25,6356307,41304.94,1054222.14
1485,9,1995727,40572.24,270808.58
1081,30,7865950,38500.00,1022734.00
1524,18,4497336,41779.83,778222.53
873,70,31998432,36671.67,2375946.33
1791,8,512110,43002.92,340909.25
1716,12,2867649,41660.70,528718.41
947,10,2653536,37052.05,321086.38
1292,8,1577058,39767.40,396442.25
624,53,15248681,35720.85,1972727.71
173,17,4331733,35135.20,532180.10
1932,8,2226891,43198.26,208904.01
1081,30,7971087,38500.00,812592.17
873,8,2189703,39056.17,241691.64
1791,8,512110,43002.92,267725.66
873,70,31998432,36671.67,2044685.01
1524,18,4537237,41779.83,608561.15
2246,8,547680,44260.60,381231.45
873,70,33040411,36671.67,2075598.62
878,8,1877982,40170.98,249274.03
873,8,2189703,39056.17,194152.85
2496,8,299558,45240.67,308975.31
1932,8,2226891,43198.26,215714.31
873,70,31998432,36671.67,2261949.28
624,53,15700966,35720.85,1341293.04
1060,39,10393170,38638.99,1168166.58
1592,17,5188450,41855.59,616710.20
0,8,2084356,30416.80,74929.64
1081,30,7865950,38500.00,759057.12
1619,31,8354732,40504.04,1306879.62
1932,8,2226891,43198.26,281101.46
947,10,2653536,37052.05,344606.68
1900,8,1175733,43300.63,222228.98
1592,17,5499283,41855.59,589906.43
1791,8,455514,43002.92,248068.88
933,46,12408340,35388.11,1679179.36
933,46,12408340,35388.11,1053158.42
1687,22,6271554,42079.91,958057.44
1619,31,8392033,40504.04,928170.27
1314,16,5070212,39505.92,620854.40
1716,12,2867649,41660.70,461551.89
1619,31,8392033,40504.04,1072213.33
873,70,31998432,36671.67,2223189.04
873,70,31998432,36671.67,2554360.01
947,10,2653536,37052.05,324706.10
1657,25,6570072,41304.94,1048806.90
2496,8,299558,45240.67,305928.42
947,10,2653536,37052.05,243195.77
878,8,1877982,40170.98,259900.40
1687,22,6271554,42079.91,922492.87
947,10,2754728,37052.05,243429.49
873,70,33040411,36671.67,1878259.22
0,8,2084356,30416.80,126958.85
1619,31,8354732,40504.04,977857.21
1791,8,455514,43002.92,349773.73
620,8,1039439,39131.75,212413.23
1524,18,4497336,41779.83,717226.25
1619,31,8354732,40504.04,566832.71
878,8,1877982,40170.98,220822.68
1716,12,2867649,41660.70,524272.48
0,8,2084356,30416.80,128509.16
1314,16,4859324,39505.92,592072.08
878,8,1877982,40170.98,150234.86
2246,8,547680,44260.60,351856.19
1775,8,2373619,42360.13,278258.29
620,8,996887,39131.75,397143.24
947,10,2754728,37052.05,318915.83
0,8,1897677,30416.80,203084.79
173,17,4454497,35135.20,449780.96
2246,8,547680,44260.60,446285.36
1791,8,455514,43002.92,356694.59
947,10,2653536,37052.05,557642.31
620,8,996887,39131.75,335961.91
1060,39,10393170,38638.99,1637967.09
1292,8,1454165,39767.40,235067.89
2496,8,333464,45240.67,375981.48
873,8,2330281,39056.17,406234.33
1081,30,7865950,38500.00,1490274.50
620,8,1039439,39131.75,276298.41
1292,8,1454165,39767.40,219657.14
624,53,15700966,35720.85,2226841.46
873,70,33040411,36671.67,1866146.50
2246,8,506724,44260.60,402167.13
878,8,1877982,40170.98,194315.63
173,17,4331733,35135.20,472986.77
620,8,1039439,39131.75,238036.55
1592,17,5188450,41855.59,825258.49
873,8,2330281,39056.17,254628.54
