"","ano","mes","legislatura","anolegislatura","uf","partido","tipo","representatividade","distancia","vagas","eleitores","cota","valor","quantidade","orig.id"
"188443","2018","9","55","4","SP","REPUBLICANOS","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",21,873,70,31998432,36671.67,3223.04,4,"1484"
"151079","2018","9","55","4","RN","PSDB","MANUTENÇÃO DE ESCRITÓRIO",54,1775,8,2327451,42360.13,6000,1,"1225"
"178500","2018","9","55","4","SC","PSDB","MANUTENÇÃO DE ESCRITÓRIO",54,1314,16,4859324,39505.92,7034.93,9,"1423"
"23591","2018","9","55","4","BA","PCdoB","TELEFONIA",10,1060,39,10185417,38638.99,1899.05,10,"193"
"60629","2018","9","55","4","MA","PDT","SERVIÇOS POSTAIS",20,1524,18,4497336,41779.83,50.64,1,"506"
"179269","2018","10","55","4","SC","MDB","ASSINATURA DE PUBLICAÇÕES",65,1314,16,4859324,39505.92,907.41,3,"1848"
"34616","2018","10","55","4","CE","PP","TELEFONIA",38,1687,22,6271554,42079.91,961.11,3,"344"
"57865","2018","10","55","4","MA","CIDADANIA","TELEFONIA",10,1524,18,4497336,41779.83,372.57,2,"597"
"45122","2018","10","55","4","ES","DEM","MANUTENÇÃO DE ESCRITÓRIO",21,947,10,2653536,37052.05,8518.76,15,"474"
"66376","2018","10","55","4","MG","DEM","MANUTENÇÃO DE ESCRITÓRIO",21,624,53,15248681,35720.85,8559.66,11,"708"
"97150","2018","10","55","4","PB","PL","PASSAGEM AÉREA",34,1716,12,2835882,41660.7,5941.75,11,"975"
"3316","2018","10","55","4","AC","MDB","COMBUSTÍVEIS E LUBRIFICANTES",65,2246,8,506724,44260.6,11726.17,2,"25"
"133680","2018","10","55","4","RJ","PSD","MANUTENÇÃO DE ESCRITÓRIO",36,933,46,12141145,35388.11,27455.95,18,"1389"
"52926","2018","11","55","4","GO","CIDADANIA","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",10,173,17,4331733,35135.2,75,1,"558"
"25952","2018","11","55","4","BA","PATRIOTA","COMBUSTÍVEIS E LUBRIFICANTES",5,1060,39,10185417,38638.99,1957.12,18,"299"
"36354","2018","11","55","4","CE","PSDB","SERVIÇOS POSTAIS",54,1687,22,6271554,42079.91,1696.9,6,"373"
"65782","2018","11","55","4","MG","PROS","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",11,624,53,15248681,35720.85,229.1,19,"731"
"158951","2018","11","55","4","RR","DEM","LOCAÇÃO DE AUTOMÓVEIS",21,2496,8,299558,45240.67,10186.4,1,"1741"
"179966","2018","11","55","4","SC","CIDADANIA","TELEFONIA",10,1314,16,4859324,39505.92,2600.09,6,"1961"
"165640","2018","11","55","4","RS","PSD","COMBUSTÍVEIS E LUBRIFICANTES",36,1619,31,8392033,40504.04,4040.93,21,"1839"
"81746","2018","11","55","4","MS","PT","SERVIÇOS POSTAIS",68,878,8,1818937,40170.98,550.78,9,"883"
"8782","2018","12","55","4","AL","PT","ASSESSORIA TÉCNICA/JURÍDICA",68,1485,9,1995727,40572.24,4850,1,"85"
"59402","2018","12","55","4","MA","REPUBLICANOS","MANUTENÇÃO DE ESCRITÓRIO",21,1524,18,4497336,41779.83,293.5,1,"657"
"125614","2018","12","55","4","PR","MDB","SERVIÇOS POSTAIS",65,1081,30,7865950,38500,226.25,5,"1386"
"41965","2018","12","55","4","DF","PODEMOS","PASSAGEM AÉREA",9,0,8,1897677,30416.8,1635.07,1,"460"
"20098","2018","12","55","4","BA","PP","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",38,1060,39,10185417,38638.99,1806.14,23,"191"
"79156","2018","12","55","4","MG","PSL","LOCAÇÃO DE AUTOMÓVEIS",1,624,53,15248681,35720.85,10000,2,"834"
"70154","2018","12","55","4","MG","AVANTE","COMBUSTÍVEIS E LUBRIFICANTES",2,624,53,15248681,35720.85,992.27,10,"784"
"12355","2018","12","55","4","AM","REPUBLICANOS","SERVIÇOS POSTAIS",21,1932,8,2226891,43198.26,174.9,3,"125"
"166686","2019","1","55","5","RS","PTB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",25,1619,31,8392033,40504.04,275,7,"1649"
"54190","2019","1","55","5","GO","PSDB","DIVULGAÇÃO MANDATO",54,173,17,4331733,35135.2,10000,1,"527"
"113271","2019","1","55","5","PE","CIDADANIA","TELEFONIA",10,1657,25,6356307,41304.94,2138.76,9,"1085"
"4514","2019","1","55","5","AL","AVANTE","TELEFONIA",2,1485,9,1995727,40572.24,41.77,1,"43"
"163606","2019","1","55","5","RS","PT","MANUTENÇÃO DE ESCRITÓRIO",68,1619,31,8392033,40504.04,40555.55,33,"1596"
"43413","2019","1","55","5","ES","PSL","MANUTENÇÃO DE ESCRITÓRIO",1,947,10,2653536,37052.05,2776.78,5,"429"
"53925","2019","1","55","5","GO","PSDB","COMBUSTÍVEIS E LUBRIFICANTES",54,173,17,4331733,35135.2,6444.04,7,"522"
"129298","2019","2","56","1","PR","PP","LOCAÇÃO DE AUTOMÓVEIS",38,1081,30,7971087,38500,11302.64,3,"1239"
"92801","2019","2","56","1","PA","REPUBLICANOS","TELEFONIA",30,1592,17,5499283,41855.59,12.65,1,"950"
"90783","2019","2","56","1","PA","MDB","DIVULGAÇÃO MANDATO",34,1592,17,5499283,41855.59,24000,2,"898"
"90833","2019","2","56","1","PA","PSD","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",35,1592,17,5499283,41855.59,591.32,6,"902"
"10739","2019","2","56","1","AM","PT","COMBUSTÍVEIS E LUBRIFICANTES",54,1932,8,2428098,43198.26,1846.06,3,"121"
"27471","2019","2","56","1","BA","UNIÃO","DIVULGAÇÃO MANDATO",52,1060,39,10393170,38638.99,36435,5,"257"
"155558","2019","2","56","1","RO","PL","TELEFONIA",33,1900,8,1175733,43300.63,184.44,3,"1530"
"172090","2019","2","56","1","RS","PDT","TELEFONIA",28,1619,31,8354732,40504.04,5007.5,10,"1694"
"91879","2019","3","56","1","PA","UNIÃO","TELEFONIA",52,1592,17,5499283,41855.59,1338.93,5,"966"
"145872","2019","3","56","1","RJ","PCdoB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",10,933,46,12408340,35388.11,1064.4,2,"1491"
"104836","2019","3","56","1","PE","PSD","PASSAGEM AÉREA",35,1657,25,6570072,41304.94,20410.54,37,"1117"
"102803","2019","3","56","1","PB","PSB","COMBUSTÍVEIS E LUBRIFICANTES",32,1716,12,2867649,41660.7,1881.6,10,"1065"
"184706","2019","3","56","1","SE","PP","MANUTENÇÃO DE ESCRITÓRIO",38,1292,8,1577058,39767.4,178.2,1,"1914"
"83093","2019","3","56","1","MS","PT","MANUTENÇÃO DE ESCRITÓRIO",54,878,8,1877982,40170.98,2414.59,3,"871"
"31733","2019","3","56","1","CE","PDT","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",28,1687,22,6344483,42079.91,50.45,2,"368"
"71130","2019","3","56","1","MG","PATRIOTA","SERVIÇOS POSTAIS",9,624,53,15700966,35720.85,20.4,3,"696"
"187244","2019","4","56","1","SP","REPUBLICANOS","LOCAÇÃO DE AUTOMÓVEIS",30,873,70,33040411,36671.67,37171.93,14,"2025"
"27945","2019","4","56","1","BA","PSD","SERVIÇOS POSTAIS",35,1060,39,10393170,38638.99,1600.96,16,"292"
"18069","2019","4","56","1","BA","PDT","LOCAÇÃO DE AUTOMÓVEIS",28,1060,39,10393170,38638.99,8700,3,"219"
"90400","2019","4","56","1","PA","PTB","MANUTENÇÃO DE ESCRITÓRIO",10,1592,17,5499283,41855.59,601.9,1,"956"
"91512","2019","4","56","1","PA","MDB","COMBUSTÍVEIS E LUBRIFICANTES",34,1592,17,5499283,41855.59,8928.19,12,"985"
"48884","2019","4","56","1","GO","PT","TELEFONIA",54,173,17,4454497,35135.2,2617.63,6,"519"
"155570","2019","4","56","1","RO","PL","LOCAÇÃO DE AUTOMÓVEIS",33,1900,8,1175733,43300.63,4000,1,"1626"
"157062","2019","4","56","1","RR","PL","COMBUSTÍVEIS E LUBRIFICANTES",33,2496,8,333464,45240.67,4550.4,1,"1661"
"17288","2019","5","56","1","AP","PP","LOCAÇÃO DE AUTOMÓVEIS",38,1791,8,512110,43002.92,7280,1,"195"
"103003","2019","5","56","1","PB","PSC","DIVULGAÇÃO MANDATO",8,1716,12,2867649,41660.7,22699.89,13,"1097"
"76483","2019","5","56","1","MG","MDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",34,624,53,15700966,35720.85,1449,2,"841"
"67860","2019","5","56","1","MG","PSOL","ASSINATURA DE PUBLICAÇÕES",10,624,53,15700966,35720.85,769.9,3,"710"
"183277","2019","5","56","1","SE","PSD","MANUTENÇÃO DE ESCRITÓRIO",35,1292,8,1577058,39767.4,6070.42,11,"1944"
"7277","2019","5","56","1","AL","MDB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",34,1485,9,2187967,40572.24,63.72,1,"97"
"130478","2019","5","56","1","PR","PP","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",38,1081,30,7971087,38500,136.96,2,"1360"
"31917","2019","5","56","1","CE","UNIÃO","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",52,1687,22,6344483,42079.91,250,1,"385"
"48653","2019","6","56","1","GO","PL","SERVIÇOS POSTAIS",33,173,17,4454497,35135.2,327.11,7,"505"
"173354","2019","6","56","1","SC","PSDB","MANUTENÇÃO DE ESCRITÓRIO",29,1314,16,5070212,39505.92,2171.93,7,"1844"
"66818","2019","6","56","1","MG","PP","MANUTENÇÃO DE ESCRITÓRIO",38,624,53,15700966,35720.85,35218.85,45,"664"
"11114","2019","6","56","1","AM","UNIÃO","DIVULGAÇÃO MANDATO",52,1932,8,2428098,43198.26,10000,1,"135"
"143935","2019","6","56","1","RJ","PSB","LOCAÇÃO DE AUTOMÓVEIS",32,933,46,12408340,35388.11,1600,1,"1472"
"158458","2019","6","56","1","RR","PP","MANUTENÇÃO DE ESCRITÓRIO",38,2496,8,333464,45240.67,2620.45,3,"1680"
"201296","2019","6","56","1","TO","PP","TELEFONIA",38,620,8,1039439,39131.75,1170.03,3,"2122"
"61830","2019","6","56","1","MA","PT","TELEFONIA",54,1524,18,4537237,41779.83,1885.48,6,"612"
"76249","2019","7","56","1","MG","PSDB","ASSESSORIA TÉCNICA/JURÍDICA",29,624,53,15700966,35720.85,2700,2,"811"
"142053","2019","7","56","1","RJ","REPUBLICANOS","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",30,933,46,12408340,35388.11,649.94,11,"1414"
"141747","2019","7","56","1","RJ","PATRIOTA","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",9,933,46,12408340,35388.11,906.9,26,"1406"
"173344","2019","7","56","1","SC","PSDB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",29,1314,16,5070212,39505.92,39.73,1,"1831"
"46085","2019","7","56","1","ES","PT","LOCAÇÃO DE AUTOMÓVEIS",54,947,10,2754728,37052.05,3700,2,"441"
"18607","2019","7","56","1","BA","PP","COMBUSTÍVEIS E LUBRIFICANTES",38,1060,39,10393170,38638.99,13039.64,34,"207"
"82378","2019","7","56","1","MS","PSD","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",35,878,8,1877982,40170.98,62.35,1,"873"
"61710","2019","7","56","1","MA","PATRIOTA","ASSESSORIA TÉCNICA/JURÍDICA",9,1524,18,4537237,41779.83,20000,1,"611"
"148291","2019","8","56","1","RN","PSB","DIVULGAÇÃO MANDATO",32,1775,8,2373619,42360.13,12000,1,"1568"
"187638","2019","8","56","1","SP","NOVO","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",8,873,70,33040411,36671.67,271.08,7,"2029"
"187809","2019","8","56","1","SP","PT","PASSAGEM AÉREA",54,873,70,33040411,36671.67,93787.09,145,"2033"
"75195","2019","8","56","1","MG","REPUBLICANOS","MANUTENÇÃO DE ESCRITÓRIO",30,624,53,15700966,35720.85,22575.93,23,"814"
"42522","2019","8","56","1","ES","PSB","LOCAÇÃO DE AUTOMÓVEIS",32,947,10,2754728,37052.05,4400,1,"447"
"46243","2019","8","56","1","ES","REPUBLICANOS","DIVULGAÇÃO MANDATO",30,947,10,2754728,37052.05,6010.97,3,"463"
"63090","2019","8","56","1","MA","PP","PASSAGEM AÉREA",38,1524,18,4537237,41779.83,18756.71,20,"664"
"202839","2019","8","56","1","TO","PSC","TELEFONIA",8,620,8,1039439,39131.75,150.9,2,"2185"
"5804","2019","9","56","1","AL","PSD","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",35,1485,9,2187967,40572.24,4100,1,"57"
"103039","2019","9","56","1","PB","UNIÃO","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",52,1716,12,2867649,41660.7,87,1,"1095"
"5701","2019","9","56","1","AL","REPUBLICANOS","TELEFONIA",30,1485,9,2187967,40572.24,441.06,3,"53"
"144714","2019","9","56","1","RJ","PDT","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",28,933,46,12408340,35388.11,703,4,"1511"
"157632","2019","9","56","1","RR","UNIÃO","LOCAÇÃO DE AUTOMÓVEIS",52,2496,8,333464,45240.67,10600,2,"1681"
"189970","2019","9","56","1","SP","REPUBLICANOS","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",30,873,70,33040411,36671.67,2060.68,7,"2047"
"155467","2019","9","56","1","RO","PODEMOS","MANUTENÇÃO DE ESCRITÓRIO",17,1900,8,1175733,43300.63,144.68,1,"1644"
"92287","2019","9","56","1","PA","PTB","COMBUSTÍVEIS E LUBRIFICANTES",10,1592,17,5499283,41855.59,1189.04,11,"1002"
"149286","2019","10","56","1","RN","PSB","TELEFONIA",32,1775,8,2373619,42360.13,1358.09,6,"1597"
"193044","2019","10","56","1","SP","PSC","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",8,873,70,33040411,36671.67,1208.64,20,"2117"
"173868","2019","10","56","1","SC","PT","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,1314,16,5070212,39505.92,18.9,7,"1874"
"82224","2019","10","56","1","MS","PSD","COMBUSTÍVEIS E LUBRIFICANTES",35,878,8,1877982,40170.98,1999.45,13,"891"
"28646","2019","10","56","1","BA","PSB","TELEFONIA",32,1060,39,10393170,38638.99,2032.88,4,"292"
"68013","2019","10","56","1","MG","MDB","COMBUSTÍVEIS E LUBRIFICANTES",34,624,53,15700966,35720.85,2889.89,16,"708"
"170025","2019","10","56","1","RS","PDT","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",28,1619,31,8354732,40504.04,688.1,31,"1791"
"184462","2019","10","56","1","SE","UNIÃO","DIVULGAÇÃO MANDATO",52,1292,8,1577058,39767.4,6800,3,"1973"
"85684","2019","11","56","1","MT","REPUBLICANOS","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",30,873,8,2330281,39056.17,2601.5,18,"912"
"101092","2019","11","56","1","PB","PSC","DIVULGAÇÃO MANDATO",8,1716,12,2867649,41660.7,24400,14,"1035"
"183723","2019","11","56","1","SE","PSD","DIVULGAÇÃO MANDATO",35,1292,8,1577058,39767.4,6660,2,"1912"
"32079","2019","11","56","1","CE","PSD","PASSAGEM AÉREA",35,1687,22,6344483,42079.91,17454.28,23,"358"
"34804","2019","11","56","1","CE","PSB","PASSAGEM AÉREA",32,1687,22,6344483,42079.91,8408.12,10,"372"
"63472","2019","11","56","1","MA","PSD","COMBUSTÍVEIS E LUBRIFICANTES",35,1524,18,4537237,41779.83,6000,9,"651"
"106302","2019","11","56","1","PE","CIDADANIA","SERVIÇOS POSTAIS",8,1657,25,6570072,41304.94,369.17,2,"1144"
"132816","2019","11","56","1","PR","PROS","TELEFONIA",8,1081,30,7971087,38500,1036.54,8,"1373"
"171175","2019","12","56","1","RS","PSD","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",35,1619,31,8354732,40504.04,48.4,8,"1686"
"128527","2019","12","56","1","PR","PROS","PASSAGEM AÉREA",8,1081,30,7971087,38500,16481.54,24,"1211"
"2812","2019","12","56","1","AC","MDB","ASSESSORIA TÉCNICA/JURÍDICA",34,2246,8,547680,44260.6,7000,1,"40"
"62976","2019","12","56","1","MA","UNIÃO","SERVIÇOS POSTAIS",52,1524,18,4537237,41779.83,284.54,4,"618"
"6526","2019","12","56","1","AL","MDB","SERVIÇOS POSTAIS",34,1485,9,2187967,40572.24,327.75,3,"70"
"1623","2019","12","56","1","AC","PCdoB","TELEFONIA",10,2246,8,547680,44260.6,841.9,3,"11"
"26674","2019","12","56","1","BA","PP","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",38,1060,39,10393170,38638.99,843.9,20,"227"
"186639","2019","12","56","1","SP","NOVO","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8,873,70,33040411,36671.67,2002.74,66,"1883"
"184468","2020","1","56","2","SE","UNIÃO","ASSESSORIA TÉCNICA/JURÍDICA",52,1292,8,1577058,39767.4,25000,2,"1725"
"103648","2020","1","56","2","PE","PSB","LOCAÇÃO DE AUTOMÓVEIS",32,1657,25,6570072,41304.94,20200,3,"973"
"73953","2020","1","56","2","MG","PSDB","MANUTENÇÃO DE ESCRITÓRIO",29,624,53,15700966,35720.85,13152.09,14,"694"
"17221","2020","1","56","2","AP","PP","DIVULGAÇÃO MANDATO",38,1791,8,512110,43002.92,26420,6,"165"
"128949","2020","1","56","2","PR","PROS","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",8,1081,30,7971087,38500,200,1,"1159"
"17521","2020","1","56","2","BA","PT","SERVIÇOS POSTAIS",54,1060,39,10393170,38638.99,7554.73,11,"171"
"104214","2020","1","56","2","PE","REPUBLICANOS","DIVULGAÇÃO MANDATO",30,1657,25,6570072,41304.94,8087.9,4,"989"
"171101","2020","2","56","2","RS","PDT","DIVULGAÇÃO MANDATO",28,1619,31,8354732,40504.04,18220,11,"1741"
"101047","2020","2","56","2","PB","PP","COMBUSTÍVEIS E LUBRIFICANTES",38,1716,12,2867649,41660.7,4061.4,31,"1019"
"82483","2020","2","56","2","MS","PT","SERVIÇOS POSTAIS",54,878,8,1877982,40170.98,179.98,5,"873"
"190712","2020","2","56","2","SP","PT","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",54,873,70,33040411,36671.67,850,1,"1979"
"39231","2020","2","56","2","DF","REPUBLICANOS","TELEFONIA",30,0,8,2084356,30416.8,747.45,6,"405"
"90930","2020","2","56","2","PA","PSOL","DIVULGAÇÃO MANDATO",10,1592,17,5499283,41855.59,650,1,"949"
"91896","2020","2","56","2","PA","UNIÃO","DIVULGAÇÃO MANDATO",52,1592,17,5499283,41855.59,11800,4,"978"
"203556","2020","2","56","2","TO","PP","PASSAGEM AÉREA",38,620,8,1039439,39131.75,10362.25,14,"2119"
"141482","2020","3","56","2","RJ","REPUBLICANOS","ASSESSORIA TÉCNICA/JURÍDICA",30,933,46,12408340,35388.11,12000,1,"1337"
"201814","2020","3","56","2","TO","PP","PASSAGEM AÉREA",38,620,8,1039439,39131.75,6070.24,14,"2032"
"85653","2020","3","56","2","MT","PL","SERVIÇOS POSTAIS",33,873,8,2330281,39056.17,95.53,2,"875"
"190484","2020","3","56","2","SP","PSOL","LOCAÇÃO DE AUTOMÓVEIS",10,873,70,33040411,36671.67,4601.86,2,"1947"
"172691","2020","3","56","2","RS","NOVO","MANUTENÇÃO DE ESCRITÓRIO",8,1619,31,8354732,40504.04,2350,1,"1733"
"85486","2020","3","56","2","MT","PT","MANUTENÇÃO DE ESCRITÓRIO",54,873,8,2330281,39056.17,8917.9,9,"870"
"202328","2020","3","56","2","TO","MDB","DIVULGAÇÃO MANDATO",34,620,8,1039439,39131.75,26000,4,"2047"
"26729","2020","3","56","2","BA","PODEMOS","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",17,1060,39,10393170,38638.99,198.45,2,"237"
"104490","2020","4","56","2","PE","AVANTE","COMBUSTÍVEIS E LUBRIFICANTES",7,1657,25,6570072,41304.94,200,1,"777"
"18083","2020","4","56","2","BA","PSDB","SERVIÇOS POSTAIS",29,1060,39,10393170,38638.99,47.77,1,"142"
"168161","2020","4","56","2","RS","PSB","MANUTENÇÃO DE ESCRITÓRIO",32,1619,31,8354732,40504.04,6073.73,6,"1205"
"186895","2020","4","56","2","SP","PSDB","SERVIÇOS POSTAIS",29,873,70,33040411,36671.67,326.35,8,"1409"
"175962","2020","4","56","2","SC","PT","MANUTENÇÃO DE ESCRITÓRIO",54,1314,16,5070212,39505.92,3973.36,2,"1327"
"50352","2020","4","56","2","GO","MDB","MANUTENÇÃO DE ESCRITÓRIO",34,173,17,4454497,35135.2,6550.01,7,"395"
"91124","2020","5","56","2","PA","PL","TELEFONIA",33,1592,17,5499283,41855.59,833.11,6,"713"
"31904","2020","5","56","2","CE","PL","SERVIÇOS POSTAIS",33,1687,22,6344483,42079.91,157.64,2,"274"
"156734","2020","5","56","2","RR","REPUBLICANOS","PASSAGEM AÉREA",30,2496,8,333464,45240.67,3551.47,4,"1197"
"144610","2020","5","56","2","RJ","PSD","DIVULGAÇÃO MANDATO",35,933,46,12408340,35388.11,35451.72,8,"1080"
"175310","2020","5","56","2","SC","NOVO","PASSAGEM AÉREA",8,1314,16,5070212,39505.92,305.47,1,"1392"
"42524","2020","5","56","2","ES","REPUBLICANOS","DIVULGAÇÃO MANDATO",30,947,10,2754728,37052.05,5000,1,"337"
"42788","2020","6","56","2","ES","PTB","TELEFONIA",10,947,10,2754728,37052.05,1215.26,3,"334"
"130453","2020","6","56","2","PR","PV","MANUTENÇÃO DE ESCRITÓRIO",4,1081,30,7971087,38500,601.9,1,"1003"
"86595","2020","6","56","2","MT","REPUBLICANOS","COMBUSTÍVEIS E LUBRIFICANTES",30,873,8,2330281,39056.17,1065.96,4,"707"
"92307","2020","6","56","2","PA","PSB","SERVIÇOS POSTAIS",32,1592,17,5499283,41855.59,350.72,2,"752"
"191289","2020","6","56","2","SP","UNIÃO","LOCAÇÃO DE AUTOMÓVEIS",52,873,70,33040411,36671.67,21950,5,"1566"
"62915","2020","6","56","2","MA","MDB","MANUTENÇÃO DE ESCRITÓRIO",34,1524,18,4537237,41779.83,1800.5,2,"487"
"7265","2020","7","56","2","AL","PSD","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",35,1485,9,2187967,40572.24,4100,1,"63"
"129649","2020","7","56","2","PR","PROS","PASSAGEM AÉREA",8,1081,30,7971087,38500,4172.28,19,"1023"
"192083","2020","7","56","2","SP","PT","TELEFONIA",54,873,70,33040411,36671.67,9681.13,39,"1648"
"46382","2020","7","56","2","ES","PTB","TELEFONIA",10,947,10,2754728,37052.05,1240.06,3,"354"
"75030","2020","7","56","2","MG","PL","LOCAÇÃO DE AUTOMÓVEIS",33,624,53,15700966,35720.85,37000,8,"627"
"102806","2020","7","56","2","PB","UNIÃO","MANUTENÇÃO DE ESCRITÓRIO",52,1716,12,2867649,41660.7,4405.28,2,"849"
"155718","2020","7","56","2","RO","PSD","MANUTENÇÃO DE ESCRITÓRIO",35,1900,8,1175733,43300.63,400,1,"1286"
"17832","2020","8","56","2","BA","PT","PASSAGEM AÉREA",54,1060,39,10393170,38638.99,10827.2,9,"156"
"540","2020","8","56","2","AC","PCdoB","PASSAGEM AÉREA",10,2246,8,547680,44260.6,7418.88,9,"4"
"38628","2020","8","56","2","CE","PL","COMBUSTÍVEIS E LUBRIFICANTES",33,1687,22,6344483,42079.91,170,2,"329"
"184284","2020","8","56","2","SE","REPUBLICANOS","ASSESSORIA TÉCNICA/JURÍDICA",30,1292,8,1577058,39767.4,25500,1,"1586"
"189844","2020","8","56","2","SP","PL","TELEFONIA",33,873,70,33040411,36671.67,8488.8,41,"1658"
"67650","2020","8","56","2","MG","PSC","TELEFONIA",8,624,53,15700966,35720.85,4.05,1,"572"
"31879","2020","8","56","2","CE","PP","LOCAÇÃO DE AUTOMÓVEIS",38,1687,22,6344483,42079.91,5000,1,"307"
"61163","2020","9","56","2","MA","PP","PASSAGEM AÉREA",38,1524,18,4537237,41779.83,11373.98,10,"497"
"42752","2020","9","56","2","ES","PTB","LOCAÇÃO DE AUTOMÓVEIS",10,947,10,2754728,37052.05,11800,2,"355"
"19162","2020","9","56","2","BA","PODEMOS","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",17,1060,39,10393170,38638.99,305.4,4,"181"
"141947","2020","9","56","2","RJ","PSD","PASSAGEM AÉREA",35,933,46,12408340,35388.11,35164.77,36,"1166"
"152313","2020","9","56","2","RO","PODEMOS","PASSAGEM AÉREA",17,1900,8,1175733,43300.63,2093.15,8,"1308"
"172739","2020","9","56","2","RS","PSB","DIVULGAÇÃO MANDATO",32,1619,31,8354732,40504.04,3501,7,"1476"
"16922","2020","9","56","2","AP","PL","SERVIÇOS POSTAIS",33,1791,8,512110,43002.92,328.8,1,"140"
"26662","2020","10","56","2","BA","PDT","COMBUSTÍVEIS E LUBRIFICANTES",28,1060,39,10393170,38638.99,2461.45,11,"202"
"201948","2020","10","56","2","TO","PSC","MANUTENÇÃO DE ESCRITÓRIO",8,620,8,1039439,39131.75,3112,5,"1755"
"74447","2020","10","56","2","MG","PP","ASSESSORIA TÉCNICA/JURÍDICA",38,624,53,15700966,35720.85,8000,1,"637"
"115720","2020","10","56","2","PI","PT","COMBUSTÍVEIS E LUBRIFICANTES",54,1313,10,2370894,40599.91,10312.82,22,"1008"
"142087","2020","10","56","2","RJ","PL","LOCAÇÃO DE AUTOMÓVEIS",33,933,46,12408340,35388.11,49580.8,11,"1171"
