"","ano","mes","legislatura","anolegislatura","uf","partido","tipo","representatividade","distancia","vagas","eleitores","cota","valor","quantidade","orig.id"
"49598","2020","10","56","2","GO","UNIÃO","MANUTENÇÃO DE ESCRITÓRIO",52,173,17,4454497,35135.2,5317.98,5,"446"
"48108","2020","10","56","2","GO","PDT","ASSESSORIA TÉCNICA/JURÍDICA",28,173,17,4454497,35135.2,12050,1,"415"
"185484","2020","11","56","2","SP","PROS","LOCAÇÃO DE AUTOMÓVEIS",8,873,70,33040411,36671.67,9121.33,1,"1610"
"168321","2020","11","56","2","RS","PT","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,1619,31,8354732,40504.04,2186.95,18,"1391"
"185555","2020","11","56","2","SP","PCdoB","MANUTENÇÃO DE ESCRITÓRIO",10,873,70,33040411,36671.67,3115.05,2,"1611"
"174213","2020","11","56","2","SC","PL","TELEFONIA",33,1314,16,5070212,39505.92,514.93,7,"1521"
"49528","2020","11","56","2","GO","UNIÃO","MANUTENÇÃO DE ESCRITÓRIO",52,173,17,4454497,35135.2,5374.21,4,"450"
"200295","2020","11","56","2","SP","CIDADANIA","MANUTENÇÃO DE ESCRITÓRIO",8,873,70,33040411,36671.67,15590.32,16,"1733"
"200922","2020","11","56","2","SP","REPUBLICANOS","COMBUSTÍVEIS E LUBRIFICANTES",30,873,70,33040411,36671.67,15539.65,56,"1747"
"140568","2020","12","56","2","RJ","PSDB","MANUTENÇÃO DE ESCRITÓRIO",29,933,46,12408340,35388.11,320,1,"1216"
"202505","2020","12","56","2","TO","PT","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,620,8,1039439,39131.75,1208,3,"1876"
"160682","2020","12","56","2","RS","PSDB","MANUTENÇÃO DE ESCRITÓRIO",29,1619,31,8354732,40504.04,14127.9,8,"1461"
"66989","2020","12","56","2","MG","PP","COMBUSTÍVEIS E LUBRIFICANTES",38,624,53,15700966,35720.85,17194.79,75,"592"
"91633","2020","12","56","2","PA","REPUBLICANOS","MANUTENÇÃO DE ESCRITÓRIO",30,1592,17,5499283,41855.59,3998.28,5,"866"
"202180","2020","12","56","2","TO","PODEMOS","TELEFONIA",17,620,8,1039439,39131.75,1406.29,4,"1869"
"85282","2020","12","56","2","MT","MDB","PASSAGEM AÉREA",34,873,8,2330281,39056.17,18097.54,38,"795"
"17957","2021","1","56","3","BA","PSD","PASSAGEM AÉREA",35,1060,39,10393170,38638.99,39189.52,68,"180"
"186919","2021","1","56","3","SP","PSD","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",35,873,70,33040411,36671.67,79.27,5,"1677"
"49322","2021","1","56","3","GO","MDB","DIVULGAÇÃO MANDATO",34,173,17,4454497,35135.2,26300,2,"434"
"46900","2021","1","56","3","ES","PT","ASSESSORIA TÉCNICA/JURÍDICA",54,947,10,2754728,37052.05,6000,1,"391"
"49301","2021","1","56","3","GO","PP","COMBUSTÍVEIS E LUBRIFICANTES",38,173,17,4454497,35135.2,4313.18,10,"431"
"171896","2021","1","56","3","RS","MDB","LOCAÇÃO DE AUTOMÓVEIS",34,1619,31,8354732,40504.04,12989.3,5,"1514"
"155332","2021","1","56","3","RO","PL","LOCAÇÃO DE AUTOMÓVEIS",33,1900,8,1175733,43300.63,8200,2,"1351"
"9918","2021","2","56","3","AM","PT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",54,1932,8,2428098,43198.26,219.59,3,"95"
"102177","2021","2","56","3","PB","UNIÃO","LOCAÇÃO DE AUTOMÓVEIS",52,1716,12,2867649,41660.7,4090,2,"931"
"83091","2021","2","56","3","MS","PL","SERVIÇOS POSTAIS",33,878,8,1877982,40170.98,78.47,2,"777"
"75639","2021","2","56","3","MG","PATRIOTA","MANUTENÇÃO DE ESCRITÓRIO",9,624,53,15700966,35720.85,13388.91,10,"702"
"123401","2021","2","56","3","PR","PROS","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8,1081,30,7971087,38500,1043,98,"1123"
"19589","2021","2","56","3","BA","PSB","DIVULGAÇÃO MANDATO",32,1060,39,10393170,38638.99,6500,3,"226"
"75746","2021","2","56","3","MG","PSDB","LOCAÇÃO DE AUTOMÓVEIS",29,624,53,15700966,35720.85,15289.16,4,"705"
"67137","2021","3","56","3","MG","MDB","COMBUSTÍVEIS E LUBRIFICANTES",34,624,53,15700966,35720.85,4535.54,23,"563"
"62602","2021","3","56","3","MA","PT","MANUTENÇÃO DE ESCRITÓRIO",54,1524,18,4537237,41779.83,6336.82,7,"529"
"50448","2021","3","56","3","GO","PT","MANUTENÇÃO DE ESCRITÓRIO",54,173,17,4454497,35135.2,10240.53,7,"459"
"151487","2021","3","56","3","RO","REPUBLICANOS","SERVIÇOS POSTAIS",30,1900,8,1175733,43300.63,303.59,1,"1334"
"116933","2021","3","56","3","PI","REPUBLICANOS","LOCAÇÃO DE AUTOMÓVEIS",30,1313,10,2370894,40599.91,3942.21,1,"1034"
"10568","2021","3","56","3","AM","PL","COMBUSTÍVEIS E LUBRIFICANTES",33,1932,8,2428098,43198.26,4105.24,33,"102"
"173967","2021","3","56","3","SC","UNIÃO","MANUTENÇÃO DE ESCRITÓRIO",52,1314,16,5070212,39505.92,300,1,"1557"
"7177","2021","4","56","3","AL","PP","MANUTENÇÃO DE ESCRITÓRIO",38,1485,9,2187967,40572.24,630,1,"78"
"168788","2021","4","56","3","RS","PT","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,1619,31,8354732,40504.04,1746.02,24,"1458"
"49272","2021","4","56","3","GO","PP","ASSESSORIA TÉCNICA/JURÍDICA",38,173,17,4454497,35135.2,58450,2,"455"
"92331","2021","4","56","3","PA","UNIÃO","ASSESSORIA TÉCNICA/JURÍDICA",52,1592,17,5499283,41855.59,20000,1,"835"
"62793","2021","4","56","3","MA","REPUBLICANOS","MANUTENÇÃO DE ESCRITÓRIO",30,1524,18,4537237,41779.83,10194.23,10,"542"
"145306","2021","4","56","3","RJ","PTB","DIVULGAÇÃO MANDATO",10,933,46,12408340,35388.11,7000,1,"1263"
"2441","2021","4","56","3","AC","PT","MANUTENÇÃO DE ESCRITÓRIO",54,2246,8,547680,44260.6,2253,1,"34"
"175230","2021","5","56","3","SC","PT","DIVULGAÇÃO MANDATO",54,1314,16,5070212,39505.92,10700,2,"1683"
"187727","2021","5","56","3","SP","PSDB","PASSAGEM AÉREA",29,873,70,33040411,36671.67,30993.79,55,"1815"
"143303","2021","5","56","3","RJ","MDB","DIVULGAÇÃO MANDATO",34,933,46,12408340,35388.11,11650,3,"1300"
"130719","2021","5","56","3","PR","PSB","LOCAÇÃO DE AUTOMÓVEIS",32,1081,30,7971087,38500,1690,1,"1184"
"73566","2021","5","56","3","MG","PL","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",33,624,53,15700966,35720.85,314.57,1,"656"
"42645","2021","5","56","3","ES","PP","LOCAÇÃO DE AUTOMÓVEIS",38,947,10,2754728,37052.05,26991.87,7,"391"
"6041","2021","5","56","3","AL","PT","COMBUSTÍVEIS E LUBRIFICANTES",54,1485,9,2187967,40572.24,244.13,1,"53"
"132026","2021","6","56","3","PR","PSD","PASSAGEM AÉREA",35,1081,30,7971087,38500,31489.83,46,"1240"
"102931","2021","6","56","3","PB","PT","DIVULGAÇÃO MANDATO",54,1716,12,2867649,41660.7,30800,3,"968"
"46516","2021","6","56","3","ES","PTB","SERVIÇOS POSTAIS",10,947,10,2754728,37052.05,110.4,1,"418"
"123104","2021","6","56","3","PR","PL","PASSAGEM AÉREA",33,1081,30,7971087,38500,38894.1,52,"1143"
"13692","2021","6","56","3","AP","REPUBLICANOS","TELEFONIA",30,1791,8,512110,43002.92,471.41,3,"148"
"83522","2021","6","56","3","MS","PT","MANUTENÇÃO DE ESCRITÓRIO",54,878,8,1877982,40170.98,3445.34,4,"805"
"118144","2021","6","56","3","PI","PT","SERVIÇOS POSTAIS",54,1313,10,2370894,40599.91,480.39,4,"1126"
"6739","2021","7","56","3","AL","PSD","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",35,1485,9,2187967,40572.24,138.95,13,"67"
"122920","2021","7","56","3","PR","PSD","ASSESSORIA TÉCNICA/JURÍDICA",35,1081,30,7971087,38500,53800,5,"1135"
"158210","2021","7","56","3","RR","REDE","PASSAGEM AÉREA",1,2496,8,333464,45240.67,11639.67,9,"1514"
"131731","2021","7","56","3","PR","PDT","DIVULGAÇÃO MANDATO",28,1081,30,7971087,38500,17667.38,2,"1236"
"174489","2021","7","56","3","SC","PP","COMBUSTÍVEIS E LUBRIFICANTES",38,1314,16,5070212,39505.92,3244.18,2,"1682"
"191402","2021","7","56","3","SP","UNIÃO","PASSAGEM AÉREA",52,873,70,33040411,36671.67,60587.4,69,"1856"
"93560","2021","7","56","3","PA","MDB","LOCAÇÃO DE AUTOMÓVEIS",34,1592,17,5499283,41855.59,9990,2,"914"
"145371","2021","8","56","3","RJ","PT","MANUTENÇÃO DE ESCRITÓRIO",54,933,46,12408340,35388.11,8006.86,2,"1383"
"146486","2021","8","56","3","RJ","PT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",54,933,46,12408340,35388.11,350.29,4,"1408"
"85347","2021","8","56","3","MT","PT","TELEFONIA",54,873,8,2330281,39056.17,1368.59,4,"823"
"1958","2021","8","56","3","AC","PT","COMBUSTÍVEIS E LUBRIFICANTES",54,2246,8,547680,44260.6,4993.06,17,"22"
"90742","2021","8","56","3","PA","PTB","DIVULGAÇÃO MANDATO",10,1592,17,5499283,41855.59,10000,1,"878"
"175911","2021","8","56","3","SC","PP","LOCAÇÃO DE AUTOMÓVEIS",38,1314,16,5070212,39505.92,5200,1,"1744"
"10974","2021","8","56","3","AM","REPUBLICANOS","PASSAGEM AÉREA",30,1932,8,2428098,43198.26,10508.01,7,"123"
"2117","2021","9","56","3","AC","PCdoB","TELEFONIA",10,2246,8,547680,44260.6,723.37,3,"29"
"91582","2021","9","56","3","PA","PSOL","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",10,1592,17,5499283,41855.59,8500,1,"903"
"85438","2021","9","56","3","MT","MDB","SERVIÇOS POSTAIS",34,873,8,2330281,39056.17,408.48,4,"828"
"132739","2021","9","56","3","PR","PSD","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",35,1081,30,7971087,38500,3218.27,21,"1288"
"12933","2021","9","56","3","AP","PL","DIVULGAÇÃO MANDATO",33,1791,8,512110,43002.92,35000,2,"137"
"18557","2021","9","56","3","BA","PP","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",38,1060,39,10393170,38638.99,900,1,"209"
"10572","2021","9","56","3","AM","PL","SERVIÇOS POSTAIS",33,1932,8,2428098,43198.26,138.3,4,"113"
"29209","2021","10","56","3","BA","PV","PASSAGEM AÉREA",4,1060,39,10393170,38638.99,10087.77,19,"286"
"82306","2021","10","56","3","MS","PL","LOCAÇÃO DE AUTOMÓVEIS",33,878,8,1877982,40170.98,9100,2,"793"
"11037","2021","10","56","3","AM","UNIÃO","COMBUSTÍVEIS E LUBRIFICANTES",52,1932,8,2428098,43198.26,703.62,3,"121"
"93515","2021","10","56","3","PA","MDB","ASSESSORIA TÉCNICA/JURÍDICA",34,1592,17,5499283,41855.59,17000,2,"939"
"143395","2021","10","56","3","RJ","PP","TELEFONIA",38,933,46,12408340,35388.11,4940.8,22,"1351"
"173769","2021","10","56","3","SC","PP","TELEFONIA",38,1314,16,5070212,39505.92,1681.15,3,"1706"
"201206","2021","10","56","3","TO","PP","ASSESSORIA TÉCNICA/JURÍDICA",38,620,8,1039439,39131.75,22000,1,"1969"
"29323","2021","10","56","3","BA","PSB","COMBUSTÍVEIS E LUBRIFICANTES",32,1060,39,10393170,38638.99,4452.35,18,"289"
"5544","2021","11","56","3","AL","PT","DIVULGAÇÃO MANDATO",54,1485,9,2187967,40572.24,30650,5,"44"
"144986","2021","11","56","3","RJ","PSDB","MANUTENÇÃO DE ESCRITÓRIO",29,933,46,12408340,35388.11,10178.9,4,"1365"
"193085","2021","11","56","3","SP","UNIÃO","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",52,873,70,33040411,36671.67,819.36,3,"1903"
"146032","2021","11","56","3","RJ","UNIÃO","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",52,933,46,12408340,35388.11,194.08,1,"1393"
"161603","2021","11","56","3","RS","PSD","MANUTENÇÃO DE ESCRITÓRIO",35,1619,31,8354732,40504.04,10409.06,9,"1554"
"3145","2021","11","56","3","AC","MDB","COMBUSTÍVEIS E LUBRIFICANTES",34,2246,8,547680,44260.6,9129.69,2,"43"
"85675","2021","11","56","3","MT","PT","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",54,873,8,2330281,39056.17,459,1,"815"
"183984","2021","12","56","3","SE","UNIÃO","TELEFONIA",52,1292,8,1577058,39767.4,22.27,1,"1643"
"61630","2021","12","56","3","MA","PL","LOCAÇÃO DE AUTOMÓVEIS",33,1524,18,4537237,41779.83,6586.38,2,"500"
"13796","2021","12","56","3","AP","PL","LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES",33,1791,8,512110,43002.92,8900,1,"136"
"29793","2021","12","56","3","BA","PT","LOCAÇÃO DE AUTOMÓVEIS",54,1060,39,10393170,38638.99,16600,3,"261"
"6941","2021","12","56","3","AL","PSD","SERVIÇOS POSTAIS",35,1485,9,2187967,40572.24,308.46,2,"65"
"132441","2021","12","56","3","PR","PP","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",38,1081,30,7971087,38500,290.14,5,"1152"
"106101","2021","12","56","3","PE","REDE","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",1,1657,25,6570072,41304.94,416.2,1,"954"
"82319","2022","1","56","4","MS","PSDB","COMBUSTÍVEIS E LUBRIFICANTES",29,878,8,1877982,40170.98,11778.81,14,"714"
"132132","2022","1","56","4","PR","PL","SERVIÇOS POSTAIS",33,1081,30,7971087,38500,1728.2,2,"1130"
"173527","2022","1","56","4","SC","PSD","LOCAÇÃO DE AUTOMÓVEIS",35,1314,16,5070212,39505.92,17979,5,"1532"
"74734","2022","1","56","4","MG","PL","MANUTENÇÃO DE ESCRITÓRIO",33,624,53,15700966,35720.85,31348.51,45,"642"
"190818","2022","1","56","4","SP","UNIÃO","SERVIÇOS POSTAIS",52,873,70,33040411,36671.67,1409.53,3,"1692"
"93101","2022","1","56","4","PA","PTB","PASSAGEM AÉREA",10,1592,17,5499283,41855.59,540.73,2,"828"
"128721","2022","1","56","4","PR","PV","LOCAÇÃO DE AUTOMÓVEIS",4,1081,30,7971087,38500,9711.48,2,"1066"
"47727","2022","2","56","4","GO","PATRIOTA","TELEFONIA",9,173,17,4454497,35135.2,139.9,2,"439"
"17667","2022","2","56","4","BA","UNIÃO","ASSESSORIA TÉCNICA/JURÍDICA",52,1060,39,10393170,38638.99,34000,2,"175"
"39905","2022","2","56","4","DF","PP","COMBUSTÍVEIS E LUBRIFICANTES",38,0,8,2084356,30416.8,1003.51,3,"382"
"31756","2022","2","56","4","CE","PDT","MANUTENÇÃO DE ESCRITÓRIO",28,1687,22,6344483,42079.91,23247.25,19,"333"
"101725","2022","2","56","4","PB","PSB","DIVULGAÇÃO MANDATO",32,1716,12,2867649,41660.7,8300,15,"944"
"149471","2022","2","56","4","RN","UNIÃO","LOCAÇÃO DE AUTOMÓVEIS",52,1775,8,2373619,42360.13,12400,3,"1432"
"122678","2022","2","56","4","PR","SOLIDARIEDADE","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",13,1081,30,7971087,38500,120.63,4,"1136"
"6210","2022","3","56","4","AL","REPUBLICANOS","PASSAGEM AÉREA",30,1485,9,2187967,40572.24,11529.96,11,"57"
"100870","2022","3","56","4","PB","PP","COMBUSTÍVEIS E LUBRIFICANTES",38,1716,12,2867649,41660.7,5347.51,28,"952"
"129803","2022","3","56","4","PR","PSB","MANUTENÇÃO DE ESCRITÓRIO",32,1081,30,7971087,38500,9867.32,6,"1234"
"42079","2022","3","56","4","ES","PT","ASSESSORIA TÉCNICA/JURÍDICA",54,947,10,2754728,37052.05,6000,1,"401"
"7092","2022","3","56","4","AL","PP","TELEFONIA",38,1485,9,2187967,40572.24,239.13,3,"75"
"76526","2022","3","56","4","MG","PSDB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",29,624,53,15700966,35720.85,209.83,33,"764"
"144381","2022","3","56","4","RJ","PP","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",38,933,46,12408340,35388.11,3994.03,11,"1387"
"17058","2022","3","56","4","AP","PP","TELEFONIA",38,1791,8,512110,43002.92,787.75,6,"173"
"171658","2022","4","56","4","RS","REPUBLICANOS","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",30,1619,31,8354732,40504.04,503.09,21,"1650"
"31389","2022","4","56","4","CE","PL","ASSESSORIA TÉCNICA/JURÍDICA",33,1687,22,6344483,42079.91,5000,1,"323"
"152005","2022","4","56","4","RO","PL","DIVULGAÇÃO MANDATO",33,1900,8,1175733,43300.63,40425,23,"1460"
"190968","2022","4","56","4","SP","PT","PASSAGEM AÉREA",54,873,70,33040411,36671.67,79322.03,108,"1894"
"180257","2022","4","56","4","SC","PSD","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",35,1314,16,5070212,39505.92,543.54,27,"1747"
"74953","2022","4","56","4","MG","PT","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,624,53,15700966,35720.85,1747.3,57,"715"
"56406","2022","4","56","4","MA","REPUBLICANOS","MANUTENÇÃO DE ESCRITÓRIO",30,1524,18,4537237,41779.83,10569.38,10,"523"
"103870","2022","5","56","4","PE","SOLIDARIEDADE","MANUTENÇÃO DE ESCRITÓRIO",13,1657,25,6570072,41304.94,2638.55,6,"1013"
"13541","2022","5","56","4","AP","PSB","PASSAGEM AÉREA",32,1791,8,512110,43002.92,13181.23,17,"138"
"68055","2022","5","56","4","MG","PSC","ASSESSORIA TÉCNICA/JURÍDICA",8,624,53,15700966,35720.85,12000,1,"637"
"34789","2022","5","56","4","CE","PSB","COMBUSTÍVEIS E LUBRIFICANTES",32,1687,22,6344483,42079.91,2636.41,7,"337"
"155377","2022","5","56","4","RO","PL","PASSAGEM AÉREA",33,1900,8,1175733,43300.63,22675.59,17,"1509"
"148030","2022","5","56","4","RN","PSB","DIVULGAÇÃO MANDATO",32,1775,8,2373619,42360.13,9000,1,"1434"
"75151","2022","5","56","4","MG","SOLIDARIEDADE","SERVIÇOS POSTAIS",13,624,53,15700966,35720.85,126.1,2,"734"
"172509","2022","5","56","4","RS","PT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",54,1619,31,8354732,40504.04,643.5,19,"1703"
"106889","2022","6","56","4","PE","SOLIDARIEDADE","COMBUSTÍVEIS E LUBRIFICANTES",13,1657,25,6570072,41304.94,1136.04,3,"978"
"104420","2022","6","56","4","PE","PSB","COMBUSTÍVEIS E LUBRIFICANTES",32,1657,25,6570072,41304.94,20061.49,71,"931"
"101777","2022","6","56","4","PB","PT","PASSAGEM AÉREA",54,1716,12,2867649,41660.7,18176.34,14,"868"
"184303","2022","6","56","4","SE","PP","LOCAÇÃO DE AUTOMÓVEIS",38,1292,8,1577058,39767.4,12713,1,"1627"
"71568","2022","6","56","4","MG","PSD","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",35,624,53,15700966,35720.85,4409.58,27,"574"
"201380","2022","6","56","4","TO","PSB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",32,620,8,1039439,39131.75,605.72,9,"1794"
"184091","2022","6","56","4","SE","PSD","SERVIÇOS POSTAIS",35,1292,8,1577058,39767.4,44.5,1,"1620"
"61078","2022","7","56","4","MA","UNIÃO","ASSESSORIA TÉCNICA/JURÍDICA",52,1524,18,4537237,41779.83,35000,3,"471"
"101873","2022","7","56","4","PB","PSC","TELEFONIA",8,1716,12,2867649,41660.7,90.95,2,"841"
"55390","2022","7","56","4","MA","PT","PASSAGEM AÉREA",54,1524,18,4537237,41779.83,26662.52,24,"454"
"161438","2022","7","56","4","RS","PL","LOCAÇÃO DE AUTOMÓVEIS",33,1619,31,8354732,40504.04,39828.67,11,"1364"
"93097","2022","7","56","4","PA","PSDB","LOCAÇÃO DE AUTOMÓVEIS",29,1592,17,5499283,41855.59,4500,1,"812"
"85261","2022","7","56","4","MT","MDB","PASSAGEM AÉREA",34,873,8,2330281,39056.17,20973.54,19,"717"
"148402","2022","7","56","4","RN","PL","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",33,1775,8,2373619,42360.13,331.9,11,"1243"
"186201","2022","8","56","4","SP","PSD","MANUTENÇÃO DE ESCRITÓRIO",35,873,70,33040411,36671.67,5061.36,8,"1461"
"91884","2022","8","56","4","PA","MDB","MANUTENÇÃO DE ESCRITÓRIO",34,1592,17,5499283,41855.59,2162.95,6,"734"
"202184","2022","8","56","4","TO","PP","COMBUSTÍVEIS E LUBRIFICANTES",38,620,8,1039439,39131.75,6000,2,"1602"
"46706","2022","8","56","4","ES","PSB","PASSAGEM AÉREA",32,947,10,2754728,37052.05,1130,1,"341"
"147833","2022","8","56","4","RN","PSB","TELEFONIA",32,1775,8,2373619,42360.13,671.45,4,"1136"
"76727","2022","8","56","4","MG","PT","SERVIÇOS POSTAIS",54,624,53,15700966,35720.85,3846.76,16,"621"
"61863","2022","9","56","4","MA","PT","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",54,1524,18,4537237,41779.83,553,1,"386"
"143490","2022","9","56","4","RJ","UNIÃO","ASSESSORIA TÉCNICA/JURÍDICA",52,933,46,12408340,35388.11,2000,1,"911"
"128443","2022","9","56","4","PR","PV","PASSAGEM AÉREA",4,1081,30,7971087,38500,1174.82,3,"809"
"104347","2022","9","56","4","PE","PSB","LOCAÇÃO DE AUTOMÓVEIS",32,1657,25,6570072,41304.94,22814.93,5,"708"
"191215","2022","9","56","4","SP","UNIÃO","MANUTENÇÃO DE ESCRITÓRIO",52,873,70,33040411,36671.67,29774.29,14,"1270"
"128372","2022","10","56","4","PR","PV","MANUTENÇÃO DE ESCRITÓRIO",4,1081,30,7971087,38500,4700,1,"1070"
"82347","2022","10","56","4","MS","PT","COMBUSTÍVEIS E LUBRIFICANTES",54,878,8,1877982,40170.98,881.94,4,"731"
"92590","2022","10","56","4","PA","PTB","LOCAÇÃO DE AUTOMÓVEIS",10,1592,17,5499283,41855.59,9990,1,"833"
"202597","2022","10","56","4","TO","PSB","ASSESSORIA TÉCNICA/JURÍDICA",32,620,8,1039439,39131.75,8000,1,"1838"
"47692","2022","10","56","4","ES","PT","PASSAGEM AÉREA",54,947,10,2754728,37052.05,4663.95,5,"408"
"61348","2022","10","56","4","MA","PP","LOCAÇÃO DE AUTOMÓVEIS",38,1524,18,4537237,41779.83,6500,1,"508"
"104286","2022","10","56","4","PE","PDT","DIVULGAÇÃO MANDATO",28,1657,25,6570072,41304.94,10000,1,"927"
"48920","2022","11","56","4","GO","SOLIDARIEDADE","COMBUSTÍVEIS E LUBRIFICANTES",13,173,17,4454497,35135.2,1838.43,4,"463"
"143787","2022","11","56","4","RJ","PT","COMBUSTÍVEIS E LUBRIFICANTES",54,933,46,12408340,35388.11,2165.53,16,"1295"
"131420","2022","11","56","4","PR","REPUBLICANOS","DIVULGAÇÃO MANDATO",30,1081,30,7971087,38500,500,1,"1201"
"48966","2022","11","56","4","GO","PT","TELEFONIA",54,173,17,4454497,35135.2,2702.57,7,"465"
"104799","2022","11","56","4","PE","PSD","COMBUSTÍVEIS E LUBRIFICANTES",35,1657,25,6570072,41304.94,4984.56,23,"997"
"27219","2022","11","56","4","BA","PSDB","ASSESSORIA TÉCNICA/JURÍDICA",29,1060,39,10393170,38638.99,5000,1,"234"
"17291","2022","11","56","4","AP","PSDB","ASSESSORIA TÉCNICA/JURÍDICA",29,1791,8,512110,43002.92,6000,1,"166"
"9872","2022","12","56","4","AM","REPUBLICANOS","PASSAGEM AÉREA",30,1932,8,2428098,43198.26,58.25,4,"90"
"77005","2022","12","56","4","MG","PT","MANUTENÇÃO DE ESCRITÓRIO",54,624,53,15700966,35720.85,51666.02,30,"722"
"28080","2022","12","56","4","BA","PODEMOS","TELEFONIA",17,1060,39,10393170,38638.99,78.96,2,"239"
"190416","2022","12","56","4","SP","PL","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",33,873,70,33040411,36671.67,6279.11,9,"1746"
"202814","2022","12","56","4","TO","PT","TELEFONIA",54,620,8,1039439,39131.75,680.84,4,"1865"
"168829","2022","12","56","4","RS","PODEMOS","LOCAÇÃO DE AUTOMÓVEIS",17,1619,31,8354732,40504.04,6066,2,"1483"
"169466","2022","12","56","4","RS","PSB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",32,1619,31,8354732,40504.04,1419.56,2,"1504"
"10161","2023","1","56","5","AM","PL","TELEFONIA",33,1932,8,2428098,43198.26,1245.01,2,"88"
"149801","2023","1","56","5","RN","PSB","TELEFONIA",32,1775,8,2373619,42360.13,3.08,1,"1249"
"200807","2023","1","56","5","SP","PSDB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",29,873,70,33040411,36671.67,1443.26,14,"1682"
"39195","2023","1","56","5","DF","MDB","TELEFONIA",34,0,8,2084356,30416.8,0.85,1,"328"
"46408","2023","1","56","5","ES","REPUBLICANOS","TELEFONIA",30,947,10,2754728,37052.05,1.19,1,"365"
"7227","2023","1","56","5","AL","PP","DIVULGAÇÃO MANDATO",38,1485,9,2187967,40572.24,34320,2,"76"
"130590","2023","1","56","5","PR","PSDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",29,1081,30,7971087,38500,150,1,"1045"
